id,y_true,y_true_label,score_Promoter,score_Enhancer,score_Non_CRE
AT5G55700_1;TSS=22551747;strand=+,0,Promoter,0.9996702671051025,2.3613112887233e-07,0.0003294495982117951
AT2G44735_1;TSS=18438561;strand=+,0,Promoter,0.999678373336792,2.5696368766148225e-07,0.00032145887962542474
AT5G07900_1;TSS=2520168;strand=+,0,Promoter,0.9996793270111084,2.4336466708518856e-07,0.0003204313397873193
AT4G12720_1;TSS=7487343;strand=+,0,Promoter,0.9993259906768799,8.057646709858091e-07,0.0006731687462888658
AT4G31330_1;TSS=15202295;strand=+,0,Promoter,0.997687578201294,8.858493856678251e-06,0.002303566550835967
AT3G49300_1;TSS=18277605;strand=-,0,Promoter,0.9996780157089233,2.3082887423697684e-07,0.00032170716440305114
AT1G27695_1;TSS=9639048;strand=+,0,Promoter,0.9996792078018188,2.3834596163396782e-07,0.00032061871024779975
AT2G47810_1;TSS=19583616;strand=-,0,Promoter,0.999679446220398,2.3853837660681165e-07,0.0003203577653039247
AT5G63760_1;TSS=25517833;strand=-,0,Promoter,0.9996798038482666,2.37599877550565e-07,0.00031996978214010596
AT3G26445_1;TSS=9680671;strand=-,0,Promoter,0.999679684638977,2.3523676873082877e-07,0.0003201446670573205
AT2G07689_1;TSS=3336115;strand=+,0,Promoter,0.9983165264129639,6.8223648668208625e-06,0.0016767634078860283
AT5G12310_1;TSS=3982352;strand=-,0,Promoter,0.9996799230575562,2.2969489066326787e-07,0.00031990421121008694
AT5G15780_1;TSS=5146310;strand=-,0,Promoter,0.9996800422668457,2.3413946337313973e-07,0.0003196910838596523
AT1G18650_1;TSS=6420475;strand=-,0,Promoter,0.9996768236160278,2.5487241828159313e-07,0.0003229332505725324
AT3G54380_1;TSS=20136803;strand=-,0,Promoter,0.9996806383132935,2.3472939858493191e-07,0.00031917309388518333
AT1G16510_1;TSS=5645274;strand=-,0,Promoter,0.999679446220398,2.4484668870172754e-07,0.00032029481371864676
AT3G27520_1;TSS=10192421;strand=+,0,Promoter,0.9996788501739502,2.512934145215695e-07,0.00032089941669255495
AT3G55270_1;TSS=20496133;strand=+,0,Promoter,0.999677300453186,2.3098417045730457e-07,0.00032248132629320025
AT5G54160_1;TSS=21981996;strand=+,0,Promoter,0.9996789693832397,2.419151030608191e-07,0.00032084499252960086
AT5G63790_1;TSS=25527990;strand=-,0,Promoter,0.999679684638977,2.407661270353856e-07,0.0003201162617187947
AT1G63560_1;TSS=23573063;strand=+,0,Promoter,0.9996788501739502,2.421419651454926e-07,0.00032091958564706147
AT4G01850_1;TSS=798280;strand=-,0,Promoter,0.9996798038482666,2.3543070426512713e-07,0.00032000639475882053
AT1G51940_1;TSS=19299182;strand=-,0,Promoter,0.9996799230575562,2.306233568560856e-07,0.0003198929480277002
AT1G03880_1;TSS=985755;strand=+,0,Promoter,0.999678373336792,2.3872860310802935e-07,0.00032137578818947077
AT5G03270_1;TSS=781787;strand=+,0,Promoter,0.9996570348739624,2.5769514877538313e-07,0.00034273797064088285
AT2G46820_1;TSS=19243603;strand=+,0,Promoter,0.9996792078018188,2.3764778234180994e-07,0.00032057834323495626
AT4G19220_1;TSS=10508121;strand=-,0,Promoter,0.9996805191040039,2.3001507543085609e-07,0.0003192163130734116
AT5G26200_1;TSS=9157132;strand=+,0,Promoter,0.9996711015701294,2.3817405292447802e-07,0.00032870357972569764
AT4G28040_1;TSS=13940451;strand=+,0,Promoter,0.9932687878608704,4.3825093598570675e-05,0.00668740551918745
AT2G45340_1;TSS=18691707;strand=+,0,Promoter,0.999675989151001,2.431437167160766e-07,0.00032377606839872897
AT1G18440_1;TSS=6345917;strand=+,0,Promoter,0.9996775388717651,2.3044800911975472e-07,0.00032220964203588665
AT1G17730_1;TSS=6099114;strand=+,0,Promoter,0.9996792078018188,2.3220866296469467e-07,0.0003206067776773125
AT3G22810_1;TSS=8068444;strand=+,0,Promoter,0.9996745586395264,2.38127199736482e-07,0.000325191329466179
AT5G20240_1;TSS=6829152;strand=+,0,Promoter,0.9996790885925293,2.3413969074681518e-07,0.0003207275294698775
AT5G51390_1;TSS=20878434;strand=-,0,Promoter,0.9996799230575562,2.36024447985983e-07,0.0003198038903065026
AT2G31260_1;TSS=13327343;strand=-,0,Promoter,0.9996801614761353,2.3399395843171078e-07,0.0003195966128259897
AT5G64110_1;TSS=25656030;strand=-,0,Promoter,0.998600423336029,4.271701527613914e-06,0.001395266386680305
AT4G31720_1;TSS=15356341;strand=-,0,Promoter,0.9996800422668457,2.3697943163369928e-07,0.00031978683546185493
AT3G51770_1;TSS=19204432;strand=-,0,Promoter,0.999678373336792,2.3833233342429594e-07,0.00032138192909769714
AT1G34790_1;TSS=12763900;strand=+,0,Promoter,0.9996793270111084,2.3338090215929697e-07,0.00032049306901171803
AT1G08990_1;TSS=2888686;strand=+,0,Promoter,0.999667763710022,2.422642353394622e-07,0.00033205418731085956
AT4G28890_1;TSS=14257816;strand=-,0,Promoter,0.9996792078018188,2.3747784894112556e-07,0.0003205465618520975
AT3G07070_1;TSS=2237957;strand=+,0,Promoter,0.9996737241744995,2.316747327313351e-07,0.0003259968652855605
AT4G29400_1;TSS=14466297;strand=+,0,Promoter,0.999677300453186,2.64158245499857e-07,0.00032253266545012593
AT4G17960_1;TSS=9970850;strand=+,0,Promoter,0.999678373336792,2.4971748757707246e-07,0.0003213457530364394
AT4G34790_1;TSS=16594471;strand=+,0,Promoter,0.9959055185317993,2.4342696633539163e-05,0.004070135299116373
AT4G29240_1;TSS=14418786;strand=+,0,Promoter,0.9996564388275146,2.6859365220843756e-07,0.00034337720717303455
AT1G72930_1;TSS=27439451;strand=+,0,Promoter,0.9996627569198608,2.6388627816231747e-07,0.0003369623445905745
AT2G04046_1;TSS=1315848;strand=+,0,Promoter,0.9996774196624756,2.3540970062185806e-07,0.0003223629901185632
AT3G08930_1;TSS=2713404;strand=+,0,Promoter,0.999679684638977,2.3587317343753966e-07,0.0003200747596565634
AT5G18403_1;TSS=6095320;strand=+,0,Promoter,0.9993498921394348,1.347055444966827e-06,0.0006487485370598733
AT3G13784_1;TSS=4530697;strand=-,0,Promoter,0.9996801614761353,2.3698737550148508e-07,0.00031959873740561306
AT1G73090_1;TSS=27488216;strand=+,0,Promoter,0.9996806383132935,2.314219642585158e-07,0.00031910522375255823
AT2G33880_1;TSS=14343800;strand=-,0,Promoter,0.9996799230575562,2.331541395506065e-07,0.00031988410046324134
AT3G60950_1;TSS=22526873;strand=+,0,Promoter,0.0020679072476923466,4.630415332940174e-06,0.9979274272918701
AT5G40830_1;TSS=16356229;strand=-,0,Promoter,0.002964829793199897,2.185878111049533e-05,0.9970133304595947
AT3G48440_1;TSS=17941501;strand=+,0,Promoter,0.999679446220398,2.4138884668900573e-07,0.0003203577653039247
AT3G01190_1;TSS=68533;strand=-,0,Promoter,0.9995715022087097,3.694402437304234e-07,0.00042810069862753153
AT1G18460_1;TSS=6352513;strand=+,0,Promoter,0.9996798038482666,2.442697848437092e-07,0.0003199170168954879
AT1G47570_1;TSS=17478724;strand=+,0,Promoter,0.999679446220398,2.4403499310210464e-07,0.0003203394007869065
AT1G66160_1;TSS=24637195;strand=+,0,Promoter,0.999679684638977,2.3623967138064472e-07,0.00032007016125135124
AT5G65500_1;TSS=26184076;strand=-,0,Promoter,0.9996787309646606,2.2931027388040093e-07,0.00032106193248182535
AT4G12450_1;TSS=7386806;strand=-,0,Promoter,0.9996789693832397,2.2711651581630576e-07,0.0003207767440471798
AT2G40510_1;TSS=16918438;strand=+,0,Promoter,0.9996775388717651,2.375526690912011e-07,0.00032223574817180634
AT1G58245_1;TSS=21584572;strand=-,0,Promoter,0.9995730519294739,3.793766154558398e-07,0.00042660851613618433
AT4G17840_1;TSS=9920275;strand=-,0,Promoter,0.9996802806854248,2.328995236666742e-07,0.0003195113386027515
AT2G31590_1;TSS=13448158;strand=-,0,Promoter,0.9950939416885376,3.032498170796316e-05,0.0048757256008684635
AT3G11100_1;TSS=3477376;strand=-,0,Promoter,0.9996806383132935,2.3283433847609558e-07,0.00031917280284687877
AT1G51460_1;TSS=19081433;strand=-,0,Promoter,0.999679684638977,2.3879655941527744e-07,0.0003200726059731096
AT5G45840_1;TSS=18597924;strand=-,0,Promoter,0.9996782541275024,2.3251601533047506e-07,0.0003215314936824143
AT4G34880_1;TSS=16615511;strand=+,0,Promoter,0.999679446220398,2.3220449918426311e-07,0.0003203534579370171
AT5G53500_1;TSS=21728620;strand=-,0,Promoter,0.9996788501739502,2.3001730653504637e-07,0.0003209410351701081
AT1G62440_1;TSS=23112910;strand=+,0,Promoter,0.9992563128471375,1.0110023822562653e-06,0.0007426667143590748
AT5G52220_1;TSS=21207700;strand=-,0,Promoter,0.9996789693832397,2.456942524986516e-07,0.00032079723314382136
AT3G20050_1;TSS=7002399;strand=-,0,Promoter,0.9996802806854248,2.3633039347714657e-07,0.0003194912278559059
AT3G11170_1;TSS=3499892;strand=+,0,Promoter,0.9996789693832397,2.452190699386847e-07,0.00032080672099255025
AT3G08870_1;TSS=2702608;strand=-,0,Promoter,0.9996711015701294,2.3327952192175871e-07,0.0003286352730356157
AT1G67280_1;TSS=25190630;strand=-,0,Promoter,0.9996789693832397,2.399588368007244e-07,0.00032086577266454697
AT5G62160_1;TSS=24960069;strand=+,0,Promoter,0.9996790885925293,2.425180412046757e-07,0.000320656894473359
AT3G18270_1;TSS=6261921;strand=+,0,Promoter,0.9996803998947144,2.3412638938680175e-07,0.0003193450393155217
AT2G17590_1;TSS=7653212;strand=-,0,Promoter,0.9986240863800049,4.2223127820761874e-06,0.0013717814581468701
AT4G17170_1;TSS=9645261;strand=-,0,Promoter,0.0016691817436367273,4.817688932234887e-06,0.9983260035514832
AT4G24400_1;TSS=12617333;strand=+,0,Promoter,0.9996788501739502,2.3881480615273176e-07,0.0003209367278032005
AT3G59950_1;TSS=22147670;strand=-,0,Promoter,0.9996793270111084,2.3448835406725266e-07,0.00032045337138697505
AT4G07950_1;TSS=4798048;strand=+,0,Promoter,0.9996792078018188,2.3740564358831762e-07,0.00032053247559815645
AT1G72480_1;TSS=27288396;strand=-,0,Promoter,0.9996775388717651,2.577586997176695e-07,0.00032222564914263785
AT1G21920_1;TSS=7706135;strand=-,0,Promoter,0.9996802806854248,2.3575974239520292e-07,0.0003195573517587036
AT1G27510_1;TSS=9558360;strand=-,0,Promoter,0.9996789693832397,2.5550696136633633e-07,0.00032085110433399677
AT4G13840_1;TSS=8016484;strand=-,0,Promoter,0.9996808767318726,2.3110044367058435e-07,0.0003188871778547764
AT3G03460_1;TSS=824545;strand=-,0,Promoter,0.999680757522583,2.285727731532461e-07,0.00031903100898489356
AT5G62230_1;TSS=24996262;strand=+,0,Promoter,0.9996792078018188,2.4207810156440246e-07,0.0003205117245670408
AT5G67590_1;TSS=26958028;strand=+,0,Promoter,0.9996792078018188,2.5059085828615935e-07,0.0003205908869858831
AT4G23980_1;TSS=12451227;strand=+,0,Promoter,0.9996789693832397,2.2788890419178642e-07,0.00032076388015411794
AT5G54920_1;TSS=22302008;strand=+,0,Promoter,0.9996809959411621,2.2966970902871253e-07,0.000318831269396469
AT2G48160_1;TSS=19696819;strand=-,0,Promoter,0.9993801116943359,7.334267593250843e-07,0.0006191043648868799
AT5G63400_1;TSS=25394831;strand=-,0,Promoter,0.9996799230575562,2.372774758896412e-07,0.0003199033089913428
AT4G29150_1;TSS=14378769;strand=+,0,Promoter,0.999677300453186,2.2783463293762907e-07,0.00032246223418042064
AT1G11320_1;TSS=3807124;strand=+,0,Promoter,0.9996801614761353,2.3018174033495598e-07,0.0003196271136403084
AT5G50361_1;TSS=20506634;strand=-,0,Promoter,0.9996806383132935,2.3525112169409113e-07,0.00031916273292154074
AT5G47390_1;TSS=19226861;strand=+,0,Promoter,0.9996792078018188,2.334792696956356e-07,0.00032055264455266297
AT5G16380_1;TSS=5360710;strand=-,0,Promoter,0.999680757522583,2.3351303468643891e-07,0.0003190708812326193
AT2G20140_1;TSS=8692719;strand=+,0,Promoter,0.9996799230575562,2.432172721000825e-07,0.00031979961204342544
AT2G39640_1;TSS=16527045;strand=-,0,Promoter,0.9996790885925293,2.453594731832709e-07,0.0003206501714885235
AT5G18070_1;TSS=5981075;strand=+,0,Promoter,0.002266347873955965,5.789720034954371e-06,0.9977278113365173
AT1G16610_1;TSS=5678711;strand=-,0,Promoter,0.9996790885925293,2.4889578753573005e-07,0.0003207241534255445
AT1G30755_1;TSS=10908847;strand=-,0,Promoter,0.999626636505127,3.063420876969758e-07,0.00037296541268005967
AT1G10670_1;TSS=3535513;strand=+,0,Promoter,0.999679446220398,2.390202098467853e-07,0.00032029085559770465
AT1G15020_1;TSS=5176223;strand=-,0,Promoter,0.9996790885925293,2.4889624228308094e-07,0.00032068166183307767
AT5G13300_1;TSS=4262309;strand=-,0,Promoter,0.9996799230575562,2.3405236504459026e-07,0.00031984932138584554
AT3G17340_1;TSS=5926868;strand=-,0,Promoter,0.9996792078018188,2.4256709707515256e-07,0.00032059912336990237
AT5G35753_1;TSS=13925451;strand=-,0,Promoter,0.9989744424819946,1.9961019006586866e-06,0.0010235238587483764
AT5G44060_1;TSS=17731004;strand=+,0,Promoter,0.9996781349182129,2.393057059180137e-07,0.0003216654877178371
AT1G77010_1;TSS=28942722;strand=+,0,Promoter,0.9969428181648254,1.6557391063543037e-05,0.003040679031983018
AT1G71015_1;TSS=26790160;strand=-,0,Promoter,0.9994596838951111,6.658298730144452e-07,0.0005395851912908256
AT5G19380_1;TSS=6530592;strand=-,0,Promoter,0.9996802806854248,2.363853894848944e-07,0.00031948299147188663
AT5G23990_1;TSS=8108642;strand=-,0,Promoter,0.9996801614761353,2.291383367492017e-07,0.0003196493489667773
AT1G76160_1;TSS=28581105;strand=-,0,Promoter,0.999680757522583,2.289082772222173e-07,0.0003190553397871554
AT4G30780_1;TSS=14990397;strand=+,0,Promoter,0.9996792078018188,2.2517943421007658e-07,0.0003205117245670408
AT1G43850_1;TSS=16617130;strand=+,0,Promoter,0.9996777772903442,2.3322078845922078e-07,0.0003220398211851716
AT5G02140_1;TSS=423302;strand=+,0,Promoter,0.999677300453186,2.28939128987804e-07,0.00032242873567156494
AT5G40490_1;TSS=16225404;strand=+,0,Promoter,0.9996793270111084,2.3563433160234126e-07,0.000320509891025722
AT5G49780_1;TSS=20229257;strand=+,0,Promoter,0.0022718398831784725,5.200870873522945e-06,0.9977229237556458
AT5G44260_1;TSS=17831225;strand=-,0,Promoter,0.9996795654296875,2.467322417487594e-07,0.0003202563966624439
AT1G60240_1;TSS=22216062;strand=-,0,Promoter,0.9996788501739502,2.416549591544026e-07,0.0003209125716239214
AT2G42910_1;TSS=17856288;strand=+,0,Promoter,0.9996713399887085,2.3633074874851445e-07,0.0003284260455984622
AT5G56720_1;TSS=22945401;strand=+,0,Promoter,0.9996446371078491,3.015549907559034e-07,0.00035496114287525415
AT2G12200_1;TSS=4900656;strand=+,0,Promoter,0.9996240139007568,2.9759428343822947e-07,0.00037568804691545665
AT2G34790_1;TSS=14677270;strand=-,0,Promoter,0.9996801614761353,2.4562473299738485e-07,0.00031962894718162715
AT1G29930_1;TSS=10478004;strand=+,0,Promoter,0.999678373336792,2.3775821489380178e-07,0.0003214576281607151
AT2G46290_1;TSS=19007874;strand=-,0,Promoter,0.9990695118904114,1.7189971686093486e-06,0.0009289045119658113
AT4G36260_1;TSS=17157263;strand=-,0,Promoter,0.999679446220398,2.3207765309507522e-07,0.00032032173476181924
AT3G20280_1;TSS=7071219;strand=+,0,Promoter,0.999679446220398,2.456051220178779e-07,0.000320336373988539
AT2G25610_1;TSS=10902531;strand=-,0,Promoter,0.9996798038482666,2.296742707130761e-07,0.0003199356433469802
AT3G12345_1;TSS=3930998;strand=-,0,Promoter,0.9996799230575562,2.3425111805863708e-07,0.0003198200138285756
AT1G73810_1;TSS=27755225;strand=-,0,Promoter,0.9996803998947144,2.41430996084091e-07,0.00031936666346155107
AT1G74730_1;TSS=28078963;strand=+,0,Promoter,0.9996798038482666,2.3667492143886193e-07,0.0003199859638698399
AT3G05680_1;TSS=1672502;strand=-,0,Promoter,0.9996768236160278,2.348471781488115e-07,0.00032294559059664607
AT1G70640_1;TSS=26636187;strand=+,0,Promoter,0.9996781349182129,2.2871695648518653e-07,0.0003216247132513672
AT4G35987_1;TSS=17035028;strand=+,0,Promoter,0.9996777772903442,2.48972582994611e-07,0.0003220294020138681
AT1G59830_1;TSS=22022441;strand=-,0,Promoter,0.999679684638977,2.3823561434710427e-07,0.0003200960927642882
AT1G20225_1;TSS=7009333;strand=-,0,Promoter,0.9996798038482666,2.398295464445255e-07,0.00032001829822547734
AT5G64480_1;TSS=25778170;strand=+,0,Promoter,0.9996801614761353,2.400296068572061e-07,0.0003196499601472169
AT4G02405_1;TSS=1059633;strand=-,0,Promoter,0.9996806383132935,2.3465420895263378e-07,0.00031914692954160273
AT1G61820_1;TSS=22835406;strand=+,0,Promoter,0.9996788501739502,2.268893979362474e-07,0.00032092141918838024
AT1G80850_1;TSS=30387537;strand=-,0,Promoter,0.9996767044067383,2.3930240899971977e-07,0.00032312021357938647
AT5G22570_1;TSS=7496784;strand=-,0,Promoter,0.9996798038482666,2.378615278075813e-07,0.0003199347120244056
AT5G08360_1;TSS=2689535;strand=+,0,Promoter,0.9996798038482666,2.2933021170956636e-07,0.00032000671490095556
AT1G61590_1;TSS=22726074;strand=-,0,Promoter,0.9996790885925293,2.364714788427591e-07,0.0003206902474630624
AT3G19780_1;TSS=6870173;strand=+,0,Promoter,0.9996802806854248,2.408365276096447e-07,0.00031953936559148133
AT4G35750_1;TSS=16941862;strand=-,0,Promoter,0.9996781349182129,2.399899585725507e-07,0.00032166915480047464
AT4G17615_1;TSS=9816456;strand=+,0,Promoter,0.9996792078018188,2.3513617009029986e-07,0.0003205908869858831
AT4G12570_1;TSS=7445367;strand=+,0,Promoter,0.9996786117553711,2.3410117933053698e-07,0.00032114150235429406
AT1G27970_1;TSS=9746862;strand=+,0,Promoter,0.9996792078018188,2.3679037042256823e-07,0.0003205557004548609
AT3G10370_1;TSS=3216406;strand=+,0,Promoter,0.9996799230575562,2.3272183113931533e-07,0.00031990575371310115
AT1G60410_1;TSS=22258956;strand=+,0,Promoter,0.9996780157089233,2.434404962059489e-07,0.00032175565138459206
AT1G27752_1;TSS=9662131;strand=+,0,Promoter,0.9996800422668457,2.392333726675133e-07,0.0003197155019734055
AT5G17390_1;TSS=5727603;strand=+,0,Promoter,0.9996800422668457,2.3879891841716017e-07,0.0003197075566276908
AT3G57490_1;TSS=21280948;strand=-,0,Promoter,0.9996799230575562,2.444096196541068e-07,0.0003198132908437401
AT5G56020_1;TSS=22684477;strand=+,0,Promoter,0.9996781349182129,2.345755234500757e-07,0.00032170015037991107
AT4G38650_1;TSS=18063209;strand=+,0,Promoter,0.9950339794158936,3.073049083468504e-05,0.004935296718031168
AT4G22420_1;TSS=11826502;strand=-,0,Promoter,0.9996803998947144,2.3752480160510459e-07,0.0003194050514139235
AT5G53390_1;TSS=21659261;strand=-,0,Promoter,0.9996800422668457,2.384307435931987e-07,0.0003197541809640825
AT5G62410_1;TSS=25056914;strand=+,0,Promoter,0.011827309615910053,6.911671516718343e-05,0.9881035685539246
AT1G24070_1;TSS=8519774;strand=-,0,Promoter,0.9995885491371155,3.5940800557909824e-07,0.00041107990546151996
AT1G32900_1;TSS=11923669;strand=-,0,Promoter,0.9996784925460815,2.5151558702418697e-07,0.00032122721313498914
AT5G39450_1;TSS=15785815;strand=+,0,Promoter,0.9996787309646606,2.353350367911844e-07,0.0003210340510122478
AT1G62120_1;TSS=22961764;strand=-,0,Promoter,0.999679684638977,2.328279009589096e-07,0.00032007016125135124
AT5G08450_1;TSS=2732898;strand=-,0,Promoter,0.9996803998947144,2.3295464757211448e-07,0.0003194004821125418
AT5G62550_1;TSS=25107951;strand=-,0,Promoter,0.999678373336792,2.589944188002846e-07,0.00032136228401213884
AT3G28857_1;TSS=10856593;strand=-,0,Promoter,0.9996795654296875,2.348133421037346e-07,0.0003202551743015647
AT5G16440_1;TSS=5371732;strand=+,0,Promoter,0.9996777772903442,2.498650530924351e-07,0.00032204872695729136
AT5G09650_1;TSS=2993141;strand=-,0,Promoter,0.9996792078018188,2.4446958946100494e-07,0.0003205557004548609
AT5G58690_1;TSS=23712170;strand=-,0,Promoter,0.9982355833053589,5.986859832773916e-06,0.0017584911547601223
AT1G09980_1;TSS=3261538;strand=-,0,Promoter,0.999679446220398,2.3681029404087894e-07,0.00032034184550866485
AT4G27745_1;TSS=13839916;strand=+,0,Promoter,0.9996769428253174,2.30744788609627e-07,0.00032285970519296825
AT5G63140_1;TSS=25328195;strand=+,0,Promoter,0.9996620416641235,2.727616674746969e-07,0.00033776581403799355
AT1G65370_1;TSS=24286143;strand=-,0,Promoter,0.9996792078018188,2.3201386056825868e-07,0.00032059973455034196
AT2G16385_1;TSS=7094792;strand=+,0,Promoter,0.9996392726898193,2.84450521803592e-07,0.00036043371073901653
AT5G61580_1;TSS=24761078;strand=+,0,Promoter,0.9996795654296875,2.3570763119096227e-07,0.0003202585503458977
AT5G60350_1;TSS=24277770;strand=+,0,Promoter,0.03522863611578941,0.0002147536724805832,0.9645566344261169
AT4G32820_1;TSS=15841651;strand=-,0,Promoter,0.9996792078018188,2.356958646032581e-07,0.0003205871907994151
AT3G26080_1;TSS=9528831;strand=+,0,Promoter,0.9996799230575562,2.3464217235869e-07,0.00031987737747840583
AT1G78040_1;TSS=29345940;strand=+,0,Promoter,0.9996789693832397,2.4740057824601536e-07,0.0003208394628018141
AT1G72280_1;TSS=27214631;strand=-,0,Promoter,0.9996795654296875,2.3482677136144048e-07,0.00032025668770074844
AT3G04300_1;TSS=1140236;strand=+,0,Promoter,0.9996795654296875,2.3415276473315316e-07,0.0003202676889486611
AT3G01250_1;TSS=79302;strand=+,0,Promoter,0.9980437755584717,7.622312750754645e-06,0.0019485822413116693
AT5G05190_1;TSS=1541336;strand=+,0,Promoter,0.9996787309646606,2.2875505578667799e-07,0.00032107505830936134
AT5G07950_1;TSS=2542131;strand=-,0,Promoter,0.9996798038482666,2.3771818291606905e-07,0.0003199469356331974
AT1G23770_1;TSS=8406355;strand=-,0,Promoter,0.9996651411056519,2.5664510872047686e-07,0.00033460467238910496
AT3G20720_1;TSS=7239938;strand=+,0,Promoter,0.9996786117553711,2.3768595269757498e-07,0.00032118530361913145
AT3G11270_1;TSS=3528889;strand=+,0,Promoter,0.9996786117553711,2.2951152800487762e-07,0.0003211424045730382
AT1G33640_1;TSS=12195966;strand=-,0,Promoter,0.9996799230575562,2.360696953473962e-07,0.00031979777850210667
AT4G10710_1;TSS=6606354;strand=-,0,Promoter,0.9996799230575562,2.3282571248728345e-07,0.0003198972262907773
AT1G77520_1;TSS=29130527;strand=+,0,Promoter,0.999675989151001,2.26951740955883e-07,0.00032372886198572814
AT4G13270_1;TSS=7731278;strand=+,0,Promoter,0.9996763467788696,2.4727324898776715e-07,0.00032347094384022057
